id,bidding_zone,timestamp,price_eur_mwh,created_at
922960,NO1,2025-10-12 00:15:00+00,3.55,2026-01-12 15:10:35.688421+00
922961,NO1,2025-10-12 00:30:00+00,4.93,2026-01-12 15:10:35.688421+00
922962,NO1,2025-10-12 00:45:00+00,5.85,2026-01-12 15:10:35.688421+00
922963,NO1,2025-10-12 01:00:00+00,5.87,2026-01-12 15:10:35.688421+00
922964,NO1,2025-10-12 01:15:00+00,5.75,2026-01-12 15:10:35.688421+00
922965,NO1,2025-10-12 01:30:00+00,5.70,2026-01-12 15:10:35.688421+00
922966,NO1,2025-10-12 01:45:00+00,5.64,2026-01-12 15:10:35.688421+00
922967,NO1,2025-10-12 02:00:00+00,5.63,2026-01-12 15:10:35.688421+00
922968,NO1,2025-10-12 02:15:00+00,5.61,2026-01-12 15:10:35.688421+00
922969,NO1,2025-10-12 02:30:00+00,5.86,2026-01-12 15:10:35.688421+00
922970,NO1,2025-10-12 02:45:00+00,5.95,2026-01-12 15:10:35.688421+00
922971,NO1,2025-10-12 03:00:00+00,8.13,2026-01-12 15:10:35.688421+00
922972,NO1,2025-10-12 03:15:00+00,8.58,2026-01-12 15:10:35.688421+00
922973,NO1,2025-10-12 03:30:00+00,8.67,2026-01-12 15:10:35.688421+00
922974,NO1,2025-10-12 03:45:00+00,12.29,2026-01-12 15:10:35.688421+00
922975,NO1,2025-10-12 04:00:00+00,7.29,2026-01-12 15:10:35.688421+00
922976,NO1,2025-10-12 04:15:00+00,8.83,2026-01-12 15:10:35.688421+00
922977,NO1,2025-10-12 04:30:00+00,12.31,2026-01-12 15:10:35.688421+00
922978,NO1,2025-10-12 04:45:00+00,16.62,2026-01-12 15:10:35.688421+00
922979,NO1,2025-10-12 05:00:00+00,34.11,2026-01-12 15:10:35.688421+00
922980,NO1,2025-10-12 05:15:00+00,34.77,2026-01-12 15:10:35.688421+00
922981,NO1,2025-10-12 05:30:00+00,35.30,2026-01-12 15:10:35.688421+00
922982,NO1,2025-10-12 05:45:00+00,36.17,2026-01-12 15:10:35.688421+00
922983,NO1,2025-10-12 06:00:00+00,35.78,2026-01-12 15:10:35.688421+00
922984,NO1,2025-10-12 06:15:00+00,37.19,2026-01-12 15:10:35.688421+00
922985,NO1,2025-10-12 06:30:00+00,38.86,2026-01-12 15:10:35.688421+00
922986,NO1,2025-10-12 06:45:00+00,38.92,2026-01-12 15:10:35.688421+00
922987,NO1,2025-10-12 07:00:00+00,40.04,2026-01-12 15:10:35.688421+00
922988,NO1,2025-10-12 07:15:00+00,39.51,2026-01-12 15:10:35.688421+00
922989,NO1,2025-10-12 07:30:00+00,40.80,2026-01-12 15:10:35.688421+00
922990,NO1,2025-10-12 07:45:00+00,41.08,2026-01-12 15:10:35.688421+00
922991,NO1,2025-10-12 08:00:00+00,39.66,2026-01-12 15:10:35.688421+00
922992,NO1,2025-10-12 08:15:00+00,39.75,2026-01-12 15:10:35.688421+00
922993,NO1,2025-10-12 08:30:00+00,40.51,2026-01-12 15:10:35.688421+00
922994,NO1,2025-10-12 08:45:00+00,41.23,2026-01-12 15:10:35.688421+00
922995,NO1,2025-10-12 09:00:00+00,43.07,2026-01-12 15:10:35.688421+00
922996,NO1,2025-10-12 09:15:00+00,43.65,2026-01-12 15:10:35.688421+00
922997,NO1,2025-10-12 09:30:00+00,43.92,2026-01-12 15:10:35.688421+00
922998,NO1,2025-10-12 09:45:00+00,44.18,2026-01-12 15:10:35.688421+00
922999,NO1,2025-10-12 10:00:00+00,45.20,2026-01-12 15:10:35.688421+00
923000,NO1,2025-10-12 10:15:00+00,45.71,2026-01-12 15:10:35.688421+00
923001,NO1,2025-10-12 10:30:00+00,46.18,2026-01-12 15:10:35.688421+00
923002,NO1,2025-10-12 10:45:00+00,46.88,2026-01-12 15:10:35.688421+00
923003,NO1,2025-10-12 11:00:00+00,47.91,2026-01-12 15:10:35.688421+00
923004,NO1,2025-10-12 11:15:00+00,47.94,2026-01-12 15:10:35.688421+00
923005,NO1,2025-10-12 11:30:00+00,47.99,2026-01-12 15:10:35.688421+00
923006,NO1,2025-10-12 11:45:00+00,48.35,2026-01-12 15:10:35.688421+00
923007,NO1,2025-10-12 12:00:00+00,47.55,2026-01-12 15:10:35.688421+00
923008,NO1,2025-10-12 12:15:00+00,46.41,2026-01-12 15:10:35.688421+00
923009,NO1,2025-10-12 12:30:00+00,45.26,2026-01-12 15:10:35.688421+00
923010,NO1,2025-10-12 12:45:00+00,44.57,2026-01-12 15:10:35.688421+00
923011,NO1,2025-10-12 13:00:00+00,44.47,2026-01-12 15:10:35.688421+00
923012,NO1,2025-10-12 13:15:00+00,44.46,2026-01-12 15:10:35.688421+00
923013,NO1,2025-10-12 13:30:00+00,42.68,2026-01-12 15:10:35.688421+00
923014,NO1,2025-10-12 13:45:00+00,42.66,2026-01-12 15:10:35.688421+00
923015,NO1,2025-10-12 14:00:00+00,47.69,2026-01-12 15:10:35.688421+00
923016,NO1,2025-10-12 14:15:00+00,54.36,2026-01-12 15:10:35.688421+00
923017,NO1,2025-10-12 14:30:00+00,50.51,2026-01-12 15:10:35.688421+00
923018,NO1,2025-10-12 14:45:00+00,46.94,2026-01-12 15:10:35.688421+00
923019,NO1,2025-10-12 15:00:00+00,52.45,2026-01-12 15:10:35.688421+00
923020,NO1,2025-10-12 15:15:00+00,49.19,2026-01-12 15:10:35.688421+00
923021,NO1,2025-10-12 15:30:00+00,43.21,2026-01-12 15:10:35.688421+00
923022,NO1,2025-10-12 15:45:00+00,40.85,2026-01-12 15:10:35.688421+00
923023,NO1,2025-10-12 16:00:00+00,57.96,2026-01-12 15:10:35.688421+00
923024,NO1,2025-10-12 16:15:00+00,59.93,2026-01-12 15:10:35.688421+00
923025,NO1,2025-10-12 16:30:00+00,61.97,2026-01-12 15:10:35.688421+00
923026,NO1,2025-10-12 16:45:00+00,63.93,2026-01-12 15:10:35.688421+00
923027,NO1,2025-10-12 17:00:00+00,45.74,2026-01-12 15:10:35.688421+00
923028,NO1,2025-10-12 17:15:00+00,45.23,2026-01-12 15:10:35.688421+00
923029,NO1,2025-10-12 17:30:00+00,41.92,2026-01-12 15:10:35.688421+00
923030,NO1,2025-10-12 17:45:00+00,44.43,2026-01-12 15:10:35.688421+00
923031,NO1,2025-10-12 18:00:00+00,42.25,2026-01-12 15:10:35.688421+00
923032,NO1,2025-10-12 18:15:00+00,41.87,2026-01-12 15:10:35.688421+00
923033,NO1,2025-10-12 18:30:00+00,44.56,2026-01-12 15:10:35.688421+00
923034,NO1,2025-10-12 18:45:00+00,45.98,2026-01-12 15:10:35.688421+00
923035,NO1,2025-10-12 19:00:00+00,41.00,2026-01-12 15:10:35.688421+00
923036,NO1,2025-10-12 19:15:00+00,42.48,2026-01-12 15:10:35.688421+00
923037,NO1,2025-10-12 19:30:00+00,45.40,2026-01-12 15:10:35.688421+00
923038,NO1,2025-10-12 19:45:00+00,47.37,2026-01-12 15:10:35.688421+00
923039,NO1,2025-10-12 20:00:00+00,39.62,2026-01-12 15:10:35.688421+00
923040,NO1,2025-10-12 20:15:00+00,41.96,2026-01-12 15:10:35.688421+00
923041,NO1,2025-10-12 20:30:00+00,45.44,2026-01-12 15:10:35.688421+00
923042,NO1,2025-10-12 20:45:00+00,48.09,2026-01-12 15:10:35.688421+00
923043,NO1,2025-10-12 21:00:00+00,44.91,2026-01-12 15:10:35.688421+00
923044,NO1,2025-10-12 21:15:00+00,48.10,2026-01-12 15:10:35.688421+00
923045,NO1,2025-10-12 21:30:00+00,48.64,2026-01-12 15:10:35.688421+00
923046,NO1,2025-10-12 21:45:00+00,48.99,2026-01-12 15:10:35.688421+00
923047,NO1,2025-10-12 22:00:00+00,50.98,2026-01-12 15:10:35.688421+00
923048,NO1,2025-10-12 22:15:00+00,50.92,2026-01-12 15:10:35.688421+00
923049,NO1,2025-10-12 22:30:00+00,50.90,2026-01-12 15:10:35.688421+00
923050,NO1,2025-10-12 22:45:00+00,44.50,2026-01-12 15:10:35.688421+00
923051,NO1,2025-10-12 23:00:00+00,39.86,2026-01-12 15:10:35.688421+00
923052,NO1,2025-10-12 23:15:00+00,40.79,2026-01-12 15:10:35.688421+00
923053,NO1,2025-10-12 23:30:00+00,39.83,2026-01-12 15:10:35.688421+00
923054,NO1,2025-10-12 23:45:00+00,40.17,2026-01-12 15:10:35.688421+00
923055,NO1,2025-10-13 00:00:00+00,37.86,2026-01-12 15:10:35.688421+00
923056,NO1,2025-10-13 00:15:00+00,38.51,2026-01-12 15:10:35.688421+00
923057,NO1,2025-10-13 00:30:00+00,39.19,2026-01-12 15:10:35.688421+00
923058,NO1,2025-10-13 00:45:00+00,39.18,2026-01-12 15:10:35.688421+00
923059,NO1,2025-10-13 01:00:00+00,39.51,2026-01-12 15:10:35.688421+00
923060,NO1,2025-10-13 01:15:00+00,39.58,2026-01-12 15:10:35.688421+00
923061,NO1,2025-10-13 01:30:00+00,40.61,2026-01-12 15:10:35.688421+00
923062,NO1,2025-10-13 01:45:00+00,40.09,2026-01-12 15:10:35.688421+00
923063,NO1,2025-10-13 02:00:00+00,55.94,2026-01-12 15:10:35.688421+00
923064,NO1,2025-10-13 02:15:00+00,56.93,2026-01-12 15:10:35.688421+00
923065,NO1,2025-10-13 02:30:00+00,55.97,2026-01-12 15:10:35.688421+00
923066,NO1,2025-10-13 02:45:00+00,54.10,2026-01-12 15:10:35.688421+00
923067,NO1,2025-10-13 03:00:00+00,60.97,2026-01-12 15:10:35.688421+00
923068,NO1,2025-10-13 03:15:00+00,61.20,2026-01-12 15:10:35.688421+00
923069,NO1,2025-10-13 03:30:00+00,57.56,2026-01-12 15:10:35.688421+00
923070,NO1,2025-10-13 03:45:00+00,64.93,2026-01-12 15:10:35.688421+00
923071,NO1,2025-10-13 04:00:00+00,61.11,2026-01-12 15:10:35.688421+00
923072,NO1,2025-10-13 04:15:00+00,62.95,2026-01-12 15:10:35.688421+00
923073,NO1,2025-10-13 04:30:00+00,67.04,2026-01-12 15:10:35.688421+00
923074,NO1,2025-10-13 04:45:00+00,68.14,2026-01-12 15:10:35.688421+00
923075,NO1,2025-10-13 05:00:00+00,68.44,2026-01-12 15:10:35.688421+00
923076,NO1,2025-10-13 05:15:00+00,73.25,2026-01-12 15:10:35.688421+00
923077,NO1,2025-10-13 05:30:00+00,76.65,2026-01-12 15:10:35.688421+00
923078,NO1,2025-10-13 05:45:00+00,78.81,2026-01-12 15:10:35.688421+00
923079,NO1,2025-10-13 06:00:00+00,81.15,2026-01-12 15:10:35.688421+00
923080,NO1,2025-10-13 06:15:00+00,76.51,2026-01-12 15:10:35.688421+00
923081,NO1,2025-10-13 06:30:00+00,71.40,2026-01-12 15:10:35.688421+00
923082,NO1,2025-10-13 06:45:00+00,71.12,2026-01-12 15:10:35.688421+00
923083,NO1,2025-10-13 07:00:00+00,71.20,2026-01-12 15:10:35.688421+00
923084,NO1,2025-10-13 07:15:00+00,69.94,2026-01-12 15:10:35.688421+00
923085,NO1,2025-10-13 07:30:00+00,69.40,2026-01-12 15:10:35.688421+00
923086,NO1,2025-10-13 07:45:00+00,68.26,2026-01-12 15:10:35.688421+00
923087,NO1,2025-10-13 08:00:00+00,70.85,2026-01-12 15:10:35.688421+00
923088,NO1,2025-10-13 08:15:00+00,69.96,2026-01-12 15:10:35.688421+00
923089,NO1,2025-10-13 08:30:00+00,69.38,2026-01-12 15:10:35.688421+00
923090,NO1,2025-10-13 08:45:00+00,68.42,2026-01-12 15:10:35.688421+00
923091,NO1,2025-10-13 09:00:00+00,69.52,2026-01-12 15:10:35.688421+00
923092,NO1,2025-10-13 09:15:00+00,68.33,2026-01-12 15:10:35.688421+00
923093,NO1,2025-10-13 09:30:00+00,67.52,2026-01-12 15:10:35.688421+00
923094,NO1,2025-10-13 09:45:00+00,67.43,2026-01-12 15:10:35.688421+00
923095,NO1,2025-10-13 10:00:00+00,67.26,2026-01-12 15:10:35.688421+00
923096,NO1,2025-10-13 10:15:00+00,66.90,2026-01-12 15:10:35.688421+00
923097,NO1,2025-10-13 10:30:00+00,66.75,2026-01-12 15:10:35.688421+00
923098,NO1,2025-10-13 10:45:00+00,66.64,2026-01-12 15:10:35.688421+00
923099,NO1,2025-10-13 11:00:00+00,66.20,2026-01-12 15:10:35.688421+00
923100,NO1,2025-10-13 11:15:00+00,66.14,2026-01-12 15:10:35.688421+00
923101,NO1,2025-10-13 11:30:00+00,65.95,2026-01-12 15:10:35.688421+00
923102,NO1,2025-10-13 11:45:00+00,65.50,2026-01-12 15:10:35.688421+00
923103,NO1,2025-10-13 12:00:00+00,65.58,2026-01-12 15:10:35.688421+00
923104,NO1,2025-10-13 12:15:00+00,65.80,2026-01-12 15:10:35.688421+00
923105,NO1,2025-10-13 12:30:00+00,66.13,2026-01-12 15:10:35.688421+00
923106,NO1,2025-10-13 12:45:00+00,66.29,2026-01-12 15:10:35.688421+00
923107,NO1,2025-10-13 13:00:00+00,66.65,2026-01-12 15:10:35.688421+00
923108,NO1,2025-10-13 13:15:00+00,66.55,2026-01-12 15:10:35.688421+00
923109,NO1,2025-10-13 13:30:00+00,66.78,2026-01-12 15:10:35.688421+00
923110,NO1,2025-10-13 13:45:00+00,66.91,2026-01-12 15:10:35.688421+00
923111,NO1,2025-10-13 14:00:00+00,67.26,2026-01-12 15:10:35.688421+00
923112,NO1,2025-10-13 14:15:00+00,67.77,2026-01-12 15:10:35.688421+00
923113,NO1,2025-10-13 14:30:00+00,67.90,2026-01-12 15:10:35.688421+00
923114,NO1,2025-10-13 14:45:00+00,68.14,2026-01-12 15:10:35.688421+00
923115,NO1,2025-10-13 15:00:00+00,67.20,2026-01-12 15:10:35.688421+00
923116,NO1,2025-10-13 15:15:00+00,67.45,2026-01-12 15:10:35.688421+00
923117,NO1,2025-10-13 15:30:00+00,71.97,2026-01-12 15:10:35.688421+00
923118,NO1,2025-10-13 15:45:00+00,75.22,2026-01-12 15:10:35.688421+00
923119,NO1,2025-10-13 16:00:00+00,72.08,2026-01-12 15:10:35.688421+00
923120,NO1,2025-10-13 16:15:00+00,77.72,2026-01-12 15:10:35.688421+00
923121,NO1,2025-10-13 16:30:00+00,77.80,2026-01-12 15:10:35.688421+00
923122,NO1,2025-10-13 16:45:00+00,77.99,2026-01-12 15:10:35.688421+00
923123,NO1,2025-10-13 17:00:00+00,77.00,2026-01-12 15:10:35.688421+00
923124,NO1,2025-10-13 17:15:00+00,77.06,2026-01-12 15:10:35.688421+00
923125,NO1,2025-10-13 17:30:00+00,77.05,2026-01-12 15:10:35.688421+00
923126,NO1,2025-10-13 17:45:00+00,76.51,2026-01-12 15:10:35.688421+00
923127,NO1,2025-10-13 18:00:00+00,70.12,2026-01-12 15:10:35.688421+00
923128,NO1,2025-10-13 18:15:00+00,68.96,2026-01-12 15:10:35.688421+00
923129,NO1,2025-10-13 18:30:00+00,66.89,2026-01-12 15:10:35.688421+00
923130,NO1,2025-10-13 18:45:00+00,66.51,2026-01-12 15:10:35.688421+00
923131,NO1,2025-10-13 19:00:00+00,66.73,2026-01-12 15:10:35.688421+00
923132,NO1,2025-10-13 19:15:00+00,66.14,2026-01-12 15:10:35.688421+00
923133,NO1,2025-10-13 19:30:00+00,65.94,2026-01-12 15:10:35.688421+00
923134,NO1,2025-10-13 19:45:00+00,65.77,2026-01-12 15:10:35.688421+00
923135,NO1,2025-10-13 20:00:00+00,66.30,2026-01-12 15:10:35.688421+00
923136,NO1,2025-10-13 20:15:00+00,65.96,2026-01-12 15:10:35.688421+00
923137,NO1,2025-10-13 20:30:00+00,65.54,2026-01-12 15:10:35.688421+00
923138,NO1,2025-10-13 20:45:00+00,65.24,2026-01-12 15:10:35.688421+00
923139,NO1,2025-10-13 21:00:00+00,64.69,2026-01-12 15:10:35.688421+00
923140,NO1,2025-10-13 21:15:00+00,64.23,2026-01-12 15:10:35.688421+00
923141,NO1,2025-10-13 21:30:00+00,64.06,2026-01-12 15:10:35.688421+00
923142,NO1,2025-10-13 21:45:00+00,63.94,2026-01-12 15:10:35.688421+00
923143,NO1,2025-10-13 22:00:00+00,65.46,2026-01-12 15:10:35.688421+00
923144,NO1,2025-10-13 22:15:00+00,65.45,2026-01-12 15:10:35.688421+00
923145,NO1,2025-10-13 22:30:00+00,65.26,2026-01-12 15:10:35.688421+00
923146,NO1,2025-10-13 22:45:00+00,65.05,2026-01-12 15:10:35.688421+00
923147,NO1,2025-10-13 23:00:00+00,64.06,2026-01-12 15:10:35.688421+00
923148,NO1,2025-10-13 23:15:00+00,63.92,2026-01-12 15:10:35.688421+00
923149,NO1,2025-10-13 23:30:00+00,63.60,2026-01-12 15:10:35.688421+00
923150,NO1,2025-10-13 23:45:00+00,63.35,2026-01-12 15:10:35.688421+00
923151,NO1,2025-10-14 00:00:00+00,63.06,2026-01-12 15:10:35.688421+00
923152,NO1,2025-10-14 00:15:00+00,63.08,2026-01-12 15:10:35.688421+00
923153,NO1,2025-10-14 00:30:00+00,63.04,2026-01-12 15:10:35.688421+00
923154,NO1,2025-10-14 00:45:00+00,63.03,2026-01-12 15:10:35.688421+00
923155,NO1,2025-10-14 01:00:00+00,62.96,2026-01-12 15:10:35.688421+00
923156,NO1,2025-10-14 01:45:00+00,62.93,2026-01-12 15:10:35.688421+00
923157,NO1,2025-10-14 02:00:00+00,64.75,2026-01-12 15:10:35.688421+00
923158,NO1,2025-10-14 02:15:00+00,64.70,2026-01-12 15:10:35.688421+00
923159,NO1,2025-10-14 02:30:00+00,64.53,2026-01-12 15:10:35.688421+00
923160,NO1,2025-10-14 02:45:00+00,64.34,2026-01-12 15:10:35.688421+00
923161,NO1,2025-10-14 03:00:00+00,63.10,2026-01-12 15:10:35.688421+00
923162,NO1,2025-10-14 03:15:00+00,63.65,2026-01-12 15:10:35.688421+00
923163,NO1,2025-10-14 03:30:00+00,63.73,2026-01-12 15:10:35.688421+00
923164,NO1,2025-10-14 03:45:00+00,64.06,2026-01-12 15:10:35.688421+00
923165,NO1,2025-10-14 04:00:00+00,64.73,2026-01-12 15:10:35.688421+00
923166,NO1,2025-10-14 04:15:00+00,65.78,2026-01-12 15:10:35.688421+00
923167,NO1,2025-10-14 04:30:00+00,67.33,2026-01-12 15:10:35.688421+00
923168,NO1,2025-10-14 04:45:00+00,68.46,2026-01-12 15:10:35.688421+00
923169,NO1,2025-10-14 05:00:00+00,71.34,2026-01-12 15:10:35.688421+00
923170,NO1,2025-10-14 05:15:00+00,77.74,2026-01-12 15:10:35.688421+00
923171,NO1,2025-10-14 05:30:00+00,78.07,2026-01-12 15:10:35.688421+00
923172,NO1,2025-10-14 05:45:00+00,79.92,2026-01-12 15:10:35.688421+00
923173,NO1,2025-10-14 06:00:00+00,103.36,2026-01-12 15:10:35.688421+00
923174,NO1,2025-10-14 06:15:00+00,100.20,2026-01-12 15:10:35.688421+00
923175,NO1,2025-10-14 06:30:00+00,96.46,2026-01-12 15:10:35.688421+00
923176,NO1,2025-10-14 06:45:00+00,93.96,2026-01-12 15:10:35.688421+00
923177,NO1,2025-10-14 07:00:00+00,96.46,2026-01-12 15:10:35.688421+00
923178,NO1,2025-10-14 07:15:00+00,87.69,2026-01-12 15:10:35.688421+00
923179,NO1,2025-10-14 07:30:00+00,82.22,2026-01-12 15:10:35.688421+00
923180,NO1,2025-10-14 07:45:00+00,77.86,2026-01-12 15:10:35.688421+00
923181,NO1,2025-10-14 08:00:00+00,108.92,2026-01-12 15:10:35.688421+00
923182,NO1,2025-10-14 08:15:00+00,90.06,2026-01-12 15:10:35.688421+00
923183,NO1,2025-10-14 08:30:00+00,82.00,2026-01-12 15:10:35.688421+00
923184,NO1,2025-10-14 08:45:00+00,73.97,2026-01-12 15:10:35.688421+00
923185,NO1,2025-10-14 09:00:00+00,71.03,2026-01-12 15:10:35.688421+00
923186,NO1,2025-10-14 09:15:00+00,70.21,2026-01-12 15:10:35.688421+00
923187,NO1,2025-10-14 09:30:00+00,67.98,2026-01-12 15:10:35.688421+00
923188,NO1,2025-10-14 09:45:00+00,67.14,2026-01-12 15:10:35.688421+00
923189,NO1,2025-10-14 10:00:00+00,71.24,2026-01-12 15:10:35.688421+00
923190,NO1,2025-10-14 10:15:00+00,70.93,2026-01-12 15:10:35.688421+00
923191,NO1,2025-10-14 10:30:00+00,70.45,2026-01-12 15:10:35.688421+00
923192,NO1,2025-10-14 10:45:00+00,70.09,2026-01-12 15:10:35.688421+00
923193,NO1,2025-10-14 11:00:00+00,68.26,2026-01-12 15:10:35.688421+00
923194,NO1,2025-10-14 11:15:00+00,68.30,2026-01-12 15:10:35.688421+00
923195,NO1,2025-10-14 11:30:00+00,68.15,2026-01-12 15:10:35.688421+00
923196,NO1,2025-10-14 11:45:00+00,68.20,2026-01-12 15:10:35.688421+00
923197,NO1,2025-10-14 12:00:00+00,68.89,2026-01-12 15:10:35.688421+00
923198,NO1,2025-10-14 12:15:00+00,68.87,2026-01-12 15:10:35.688421+00
923199,NO1,2025-10-14 12:30:00+00,68.25,2026-01-12 15:10:35.688421+00
923200,NO1,2025-10-14 12:45:00+00,67.84,2026-01-12 15:10:35.688421+00
923201,NO1,2025-10-14 13:00:00+00,69.28,2026-01-12 15:10:35.688421+00
923202,NO1,2025-10-14 13:15:00+00,68.08,2026-01-12 15:10:35.688421+00
923203,NO1,2025-10-14 13:30:00+00,68.27,2026-01-12 15:10:35.688421+00
923204,NO1,2025-10-14 13:45:00+00,72.62,2026-01-12 15:10:35.688421+00
923205,NO1,2025-10-14 14:00:00+00,70.85,2026-01-12 15:10:35.688421+00
923206,NO1,2025-10-14 14:15:00+00,72.58,2026-01-12 15:10:35.688421+00
923207,NO1,2025-10-14 14:30:00+00,78.03,2026-01-12 15:10:35.688421+00
923208,NO1,2025-10-14 14:45:00+00,102.11,2026-01-12 15:10:35.688421+00
923209,NO1,2025-10-14 15:00:00+00,85.04,2026-01-12 15:10:35.688421+00
923210,NO1,2025-10-14 15:15:00+00,90.75,2026-01-12 15:10:35.688421+00
923211,NO1,2025-10-14 15:30:00+00,110.06,2026-01-12 15:10:35.688421+00
923212,NO1,2025-10-14 15:45:00+00,173.93,2026-01-12 15:10:35.688421+00
923213,NO1,2025-10-14 16:00:00+00,115.03,2026-01-12 15:10:35.688421+00
923214,NO1,2025-10-14 16:15:00+00,150.65,2026-01-12 15:10:35.688421+00
923215,NO1,2025-10-14 16:30:00+00,196.56,2026-01-12 15:10:35.688421+00
923216,NO1,2025-10-14 16:45:00+00,209.94,2026-01-12 15:10:35.688421+00
923217,NO1,2025-10-14 17:00:00+00,198.09,2026-01-12 15:10:35.688421+00
923218,NO1,2025-10-14 17:15:00+00,178.22,2026-01-12 15:10:35.688421+00
923219,NO1,2025-10-14 17:30:00+00,151.35,2026-01-12 15:10:35.688421+00
923220,NO1,2025-10-14 17:45:00+00,122.54,2026-01-12 15:10:35.688421+00
923221,NO1,2025-10-14 18:00:00+00,130.89,2026-01-12 15:10:35.688421+00
923222,NO1,2025-10-14 18:15:00+00,93.43,2026-01-12 15:10:35.688421+00
923223,NO1,2025-10-14 18:30:00+00,73.55,2026-01-12 15:10:35.688421+00
923224,NO1,2025-10-14 18:45:00+00,66.25,2026-01-12 15:10:35.688421+00
923225,NO1,2025-10-14 19:00:00+00,73.28,2026-01-12 15:10:35.688421+00
923226,NO1,2025-10-14 19:15:00+00,69.64,2026-01-12 15:10:35.688421+00
923227,NO1,2025-10-14 19:30:00+00,65.57,2026-01-12 15:10:35.688421+00
923228,NO1,2025-10-14 19:45:00+00,57.97,2026-01-12 15:10:35.688421+00
923229,NO1,2025-10-14 20:00:00+00,65.66,2026-01-12 15:10:35.688421+00
923230,NO1,2025-10-14 20:15:00+00,64.80,2026-01-12 15:10:35.688421+00
923231,NO1,2025-10-14 20:30:00+00,64.74,2026-01-12 15:10:35.688421+00
923232,NO1,2025-10-14 20:45:00+00,64.64,2026-01-12 15:10:35.688421+00
923233,NO1,2025-10-14 21:00:00+00,64.80,2026-01-12 15:10:35.688421+00
923234,NO1,2025-10-14 21:15:00+00,64.65,2026-01-12 15:10:35.688421+00
923235,NO1,2025-10-14 21:30:00+00,64.45,2026-01-12 15:10:35.688421+00
923236,NO1,2025-10-14 21:45:00+00,64.37,2026-01-12 15:10:35.688421+00
923237,NO1,2025-10-14 22:00:00+00,63.05,2026-01-12 15:10:35.688421+00
923238,NO1,2025-10-14 22:15:00+00,55.97,2026-01-12 15:10:35.688421+00
923239,NO1,2025-10-14 22:30:00+00,49.09,2026-01-12 15:10:35.688421+00
923240,NO1,2025-10-14 22:45:00+00,47.78,2026-01-12 15:10:35.688421+00
923241,NO1,2025-10-14 23:00:00+00,62.66,2026-01-12 15:10:35.688421+00
923242,NO1,2025-10-14 23:15:00+00,53.97,2026-01-12 15:10:35.688421+00
923243,NO1,2025-10-14 23:30:00+00,48.14,2026-01-12 15:10:35.688421+00
923244,NO1,2025-10-14 23:45:00+00,47.79,2026-01-12 15:10:35.688421+00
923245,NO1,2025-10-15 00:00:00+00,48.11,2026-01-12 15:10:35.688421+00
923246,NO1,2025-10-15 00:15:00+00,48.10,2026-01-12 15:10:35.688421+00
923247,NO1,2025-10-15 00:30:00+00,48.09,2026-01-12 15:10:35.688421+00
923248,NO1,2025-10-15 00:45:00+00,48.06,2026-01-12 15:10:35.688421+00
923249,NO1,2025-10-15 01:00:00+00,48.01,2026-01-12 15:10:35.688421+00
923250,NO1,2025-10-15 01:15:00+00,48.02,2026-01-12 15:10:35.688421+00
923251,NO1,2025-10-15 01:30:00+00,48.08,2026-01-12 15:10:35.688421+00
923252,NO1,2025-10-15 01:45:00+00,48.36,2026-01-12 15:10:35.688421+00
923253,NO1,2025-10-15 02:00:00+00,48.22,2026-01-12 15:10:35.688421+00
923254,NO1,2025-10-15 02:15:00+00,48.44,2026-01-12 15:10:35.688421+00
923255,NO1,2025-10-15 02:30:00+00,49.72,2026-01-12 15:10:35.688421+00
923256,NO1,2025-10-15 02:45:00+00,62.06,2026-01-12 15:10:35.688421+00
923257,NO1,2025-10-15 03:00:00+00,57.99,2026-01-12 15:10:35.688421+00
923258,NO1,2025-10-15 03:15:00+00,62.84,2026-01-12 15:10:35.688421+00
923259,NO1,2025-10-15 03:30:00+00,62.96,2026-01-12 15:10:35.688421+00
923260,NO1,2025-10-15 03:45:00+00,63.15,2026-01-12 15:10:35.688421+00
923261,NO1,2025-10-15 04:00:00+00,63.77,2026-01-12 15:10:35.688421+00
923262,NO1,2025-10-15 04:15:00+00,63.89,2026-01-12 15:10:35.688421+00
923263,NO1,2025-10-15 04:30:00+00,65.13,2026-01-12 15:10:35.688421+00
923264,NO1,2025-10-15 04:45:00+00,66.25,2026-01-12 15:10:35.688421+00
923265,NO1,2025-10-15 05:00:00+00,69.10,2026-01-12 15:10:35.688421+00
923266,NO1,2025-10-15 05:15:00+00,77.31,2026-01-12 15:10:35.688421+00
923267,NO1,2025-10-15 05:30:00+00,86.96,2026-01-12 15:10:35.688421+00
923268,NO1,2025-10-15 05:45:00+00,90.01,2026-01-12 15:10:35.688421+00
923269,NO1,2025-10-15 06:00:00+00,103.98,2026-01-12 15:10:35.688421+00
923270,NO1,2025-10-15 06:15:00+00,91.74,2026-01-12 15:10:35.688421+00
923271,NO1,2025-10-15 06:30:00+00,79.48,2026-01-12 15:10:35.688421+00
923272,NO1,2025-10-15 06:45:00+00,70.20,2026-01-12 15:10:35.688421+00
923273,NO1,2025-10-15 07:00:00+00,78.23,2026-01-12 15:10:35.688421+00
923274,NO1,2025-10-15 07:15:00+00,68.33,2026-01-12 15:10:35.688421+00
923275,NO1,2025-10-15 07:30:00+00,66.61,2026-01-12 15:10:35.688421+00
923276,NO1,2025-10-15 07:45:00+00,66.36,2026-01-12 15:10:35.688421+00
