id,bidding_zone,timestamp,price_eur_mwh,created_at
899953,NO1,2025-04-01 22:00:00+00,53.28,2026-01-12 15:10:02.006565+00
899954,NO1,2025-04-01 23:00:00+00,52.43,2026-01-12 15:10:02.006565+00
899955,NO1,2025-04-02 00:00:00+00,52.31,2026-01-12 15:10:02.006565+00
899956,NO1,2025-04-02 01:00:00+00,52.83,2026-01-12 15:10:02.006565+00
899957,NO1,2025-04-02 02:00:00+00,53.45,2026-01-12 15:10:02.006565+00
899958,NO1,2025-04-02 03:00:00+00,56.38,2026-01-12 15:10:02.006565+00
899959,NO1,2025-04-02 04:00:00+00,61.62,2026-01-12 15:10:02.006565+00
899960,NO1,2025-04-02 05:00:00+00,133.07,2026-01-12 15:10:02.006565+00
899961,NO1,2025-04-02 06:00:00+00,109.82,2026-01-12 15:10:02.006565+00
899962,NO1,2025-04-02 07:00:00+00,59.94,2026-01-12 15:10:02.006565+00
899963,NO1,2025-04-02 08:00:00+00,51.98,2026-01-12 15:10:02.006565+00
899964,NO1,2025-04-02 09:00:00+00,48.98,2026-01-12 15:10:02.006565+00
899965,NO1,2025-04-02 10:00:00+00,44.50,2026-01-12 15:10:02.006565+00
899966,NO1,2025-04-02 11:00:00+00,37.00,2026-01-12 15:10:02.006565+00
899967,NO1,2025-04-02 12:00:00+00,27.17,2026-01-12 15:10:02.006565+00
899968,NO1,2025-04-02 13:00:00+00,28.14,2026-01-12 15:10:02.006565+00
899969,NO1,2025-04-02 14:00:00+00,37.65,2026-01-12 15:10:02.006565+00
899970,NO1,2025-04-02 15:00:00+00,46.76,2026-01-12 15:10:02.006565+00
899971,NO1,2025-04-02 16:00:00+00,53.19,2026-01-12 15:10:02.006565+00
899972,NO1,2025-04-02 17:00:00+00,56.78,2026-01-12 15:10:02.006565+00
899973,NO1,2025-04-02 18:00:00+00,56.55,2026-01-12 15:10:02.006565+00
899974,NO1,2025-04-02 19:00:00+00,56.00,2026-01-12 15:10:02.006565+00
899975,NO1,2025-04-02 20:00:00+00,54.41,2026-01-12 15:10:02.006565+00
899976,NO1,2025-04-02 21:00:00+00,52.69,2026-01-12 15:10:02.006565+00
899977,NO1,2025-04-02 22:00:00+00,52.82,2026-01-12 15:10:02.006565+00
899978,NO1,2025-04-02 23:00:00+00,52.50,2026-01-12 15:10:02.006565+00
899979,NO1,2025-04-03 00:00:00+00,51.99,2026-01-12 15:10:02.006565+00
899980,NO1,2025-04-03 01:00:00+00,53.29,2026-01-12 15:10:02.006565+00
899981,NO1,2025-04-03 02:00:00+00,54.25,2026-01-12 15:10:02.006565+00
899982,NO1,2025-04-03 03:00:00+00,55.50,2026-01-12 15:10:02.006565+00
899983,NO1,2025-04-03 04:00:00+00,60.30,2026-01-12 15:10:02.006565+00
899984,NO1,2025-04-03 05:00:00+00,113.76,2026-01-12 15:10:02.006565+00
899985,NO1,2025-04-03 06:00:00+00,88.19,2026-01-12 15:10:02.006565+00
899986,NO1,2025-04-03 07:00:00+00,56.35,2026-01-12 15:10:02.006565+00
899987,NO1,2025-04-03 08:00:00+00,49.18,2026-01-12 15:10:02.006565+00
899988,NO1,2025-04-03 09:00:00+00,44.03,2026-01-12 15:10:02.006565+00
899989,NO1,2025-04-03 10:00:00+00,39.19,2026-01-12 15:10:02.006565+00
899990,NO1,2025-04-03 11:00:00+00,31.28,2026-01-12 15:10:02.006565+00
899991,NO1,2025-04-03 12:00:00+00,24.72,2026-01-12 15:10:02.006565+00
899992,NO1,2025-04-03 13:00:00+00,29.63,2026-01-12 15:10:02.006565+00
899993,NO1,2025-04-03 14:00:00+00,43.28,2026-01-12 15:10:02.006565+00
899994,NO1,2025-04-03 15:00:00+00,50.50,2026-01-12 15:10:02.006565+00
899995,NO1,2025-04-03 16:00:00+00,53.76,2026-01-12 15:10:02.006565+00
899996,NO1,2025-04-03 17:00:00+00,54.74,2026-01-12 15:10:02.006565+00
899997,NO1,2025-04-03 18:00:00+00,55.11,2026-01-12 15:10:02.006565+00
899998,NO1,2025-04-03 19:00:00+00,53.49,2026-01-12 15:10:02.006565+00
899999,NO1,2025-04-03 20:00:00+00,50.73,2026-01-12 15:10:02.006565+00
900000,NO1,2025-04-03 21:00:00+00,49.42,2026-01-12 15:10:02.006565+00
900001,NO1,2025-04-03 22:00:00+00,47.61,2026-01-12 15:10:02.006565+00
900002,NO1,2025-04-03 23:00:00+00,46.31,2026-01-12 15:10:02.006565+00
900003,NO1,2025-04-04 00:00:00+00,46.35,2026-01-12 15:10:02.006565+00
900004,NO1,2025-04-04 01:00:00+00,47.07,2026-01-12 15:10:02.006565+00
900005,NO1,2025-04-04 02:00:00+00,48.07,2026-01-12 15:10:02.006565+00
900006,NO1,2025-04-04 03:00:00+00,50.04,2026-01-12 15:10:02.006565+00
900007,NO1,2025-04-04 04:00:00+00,57.03,2026-01-12 15:10:02.006565+00
900008,NO1,2025-04-04 05:00:00+00,105.41,2026-01-12 15:10:02.006565+00
900009,NO1,2025-04-04 06:00:00+00,64.60,2026-01-12 15:10:02.006565+00
900010,NO1,2025-04-04 07:00:00+00,52.97,2026-01-12 15:10:02.006565+00
900011,NO1,2025-04-04 08:00:00+00,49.37,2026-01-12 15:10:02.006565+00
900012,NO1,2025-04-04 09:00:00+00,45.07,2026-01-12 15:10:02.006565+00
900013,NO1,2025-04-04 10:00:00+00,43.57,2026-01-12 15:10:02.006565+00
900014,NO1,2025-04-04 11:00:00+00,36.62,2026-01-12 15:10:02.006565+00
900015,NO1,2025-04-04 12:00:00+00,38.77,2026-01-12 15:10:02.006565+00
900016,NO1,2025-04-04 13:00:00+00,38.64,2026-01-12 15:10:02.006565+00
900017,NO1,2025-04-04 14:00:00+00,47.06,2026-01-12 15:10:02.006565+00
900018,NO1,2025-04-04 15:00:00+00,48.67,2026-01-12 15:10:02.006565+00
900019,NO1,2025-04-04 16:00:00+00,53.75,2026-01-12 15:10:02.006565+00
900020,NO1,2025-04-04 17:00:00+00,54.27,2026-01-12 15:10:02.006565+00
900021,NO1,2025-04-04 18:00:00+00,53.65,2026-01-12 15:10:02.006565+00
900022,NO1,2025-04-04 19:00:00+00,49.48,2026-01-12 15:10:02.006565+00
900023,NO1,2025-04-04 20:00:00+00,48.51,2026-01-12 15:10:02.006565+00
900024,NO1,2025-04-04 21:00:00+00,47.43,2026-01-12 15:10:02.006565+00
900025,NO1,2025-04-04 22:00:00+00,40.95,2026-01-12 15:10:02.006565+00
900026,NO1,2025-04-04 23:00:00+00,38.93,2026-01-12 15:10:02.006565+00
900027,NO1,2025-04-05 00:00:00+00,31.57,2026-01-12 15:10:02.006565+00
900028,NO1,2025-04-05 01:00:00+00,25.19,2026-01-12 15:10:02.006565+00
900029,NO1,2025-04-05 02:00:00+00,35.53,2026-01-12 15:10:02.006565+00
900030,NO1,2025-04-05 03:00:00+00,37.02,2026-01-12 15:10:02.006565+00
900031,NO1,2025-04-05 04:00:00+00,43.00,2026-01-12 15:10:02.006565+00
900032,NO1,2025-04-05 05:00:00+00,46.41,2026-01-12 15:10:02.006565+00
900033,NO1,2025-04-05 06:00:00+00,43.40,2026-01-12 15:10:02.006565+00
900034,NO1,2025-04-05 07:00:00+00,41.18,2026-01-12 15:10:02.006565+00
900035,NO1,2025-04-05 08:00:00+00,38.87,2026-01-12 15:10:02.006565+00
900036,NO1,2025-04-05 09:00:00+00,30.04,2026-01-12 15:10:02.006565+00
900037,NO1,2025-04-05 10:00:00+00,32.92,2026-01-12 15:10:02.006565+00
900038,NO1,2025-04-05 11:00:00+00,24.84,2026-01-12 15:10:02.006565+00
900039,NO1,2025-04-05 12:00:00+00,17.81,2026-01-12 15:10:02.006565+00
900040,NO1,2025-04-05 13:00:00+00,19.06,2026-01-12 15:10:02.006565+00
900041,NO1,2025-04-05 14:00:00+00,29.85,2026-01-12 15:10:02.006565+00
900042,NO1,2025-04-05 15:00:00+00,39.59,2026-01-12 15:10:02.006565+00
900043,NO1,2025-04-05 16:00:00+00,48.57,2026-01-12 15:10:02.006565+00
900044,NO1,2025-04-05 17:00:00+00,50.23,2026-01-12 15:10:02.006565+00
900045,NO1,2025-04-05 18:00:00+00,52.88,2026-01-12 15:10:02.006565+00
900046,NO1,2025-04-05 19:00:00+00,49.54,2026-01-12 15:10:02.006565+00
900047,NO1,2025-04-05 20:00:00+00,50.55,2026-01-12 15:10:02.006565+00
900048,NO1,2025-04-05 21:00:00+00,53.85,2026-01-12 15:10:02.006565+00
900049,NO1,2025-04-05 22:00:00+00,50.32,2026-01-12 15:10:02.006565+00
900050,NO1,2025-04-05 23:00:00+00,49.91,2026-01-12 15:10:02.006565+00
900051,NO1,2025-04-06 00:00:00+00,49.90,2026-01-12 15:10:02.006565+00
900052,NO1,2025-04-06 01:00:00+00,50.15,2026-01-12 15:10:02.006565+00
900053,NO1,2025-04-06 02:00:00+00,50.08,2026-01-12 15:10:02.006565+00
900054,NO1,2025-04-06 03:00:00+00,50.19,2026-01-12 15:10:02.006565+00
900055,NO1,2025-04-06 04:00:00+00,49.62,2026-01-12 15:10:02.006565+00
900056,NO1,2025-04-06 05:00:00+00,48.43,2026-01-12 15:10:02.006565+00
900057,NO1,2025-04-06 06:00:00+00,43.85,2026-01-12 15:10:02.006565+00
900058,NO1,2025-04-06 07:00:00+00,42.56,2026-01-12 15:10:02.006565+00
900059,NO1,2025-04-06 08:00:00+00,38.50,2026-01-12 15:10:02.006565+00
900060,NO1,2025-04-06 09:00:00+00,31.72,2026-01-12 15:10:02.006565+00
900061,NO1,2025-04-06 10:00:00+00,36.65,2026-01-12 15:10:02.006565+00
900062,NO1,2025-04-06 11:00:00+00,37.25,2026-01-12 15:10:02.006565+00
900063,NO1,2025-04-06 12:00:00+00,37.94,2026-01-12 15:10:02.006565+00
900064,NO1,2025-04-06 13:00:00+00,41.77,2026-01-12 15:10:02.006565+00
900065,NO1,2025-04-06 15:00:00+00,40.18,2026-01-12 15:10:02.006565+00
900066,NO1,2025-04-06 16:00:00+00,46.70,2026-01-12 15:10:02.006565+00
900067,NO1,2025-04-06 17:00:00+00,48.98,2026-01-12 15:10:02.006565+00
900068,NO1,2025-04-06 18:00:00+00,49.30,2026-01-12 15:10:02.006565+00
900069,NO1,2025-04-06 19:00:00+00,49.31,2026-01-12 15:10:02.006565+00
900070,NO1,2025-04-06 20:00:00+00,48.62,2026-01-12 15:10:02.006565+00
900071,NO1,2025-04-06 21:00:00+00,47.76,2026-01-12 15:10:02.006565+00
900072,NO1,2025-04-06 22:00:00+00,48.15,2026-01-12 15:10:02.006565+00
900073,NO1,2025-04-06 23:00:00+00,48.20,2026-01-12 15:10:02.006565+00
900074,NO1,2025-04-07 00:00:00+00,48.14,2026-01-12 15:10:02.006565+00
900075,NO1,2025-04-07 01:00:00+00,47.30,2026-01-12 15:10:02.006565+00
900076,NO1,2025-04-07 02:00:00+00,48.25,2026-01-12 15:10:02.006565+00
900077,NO1,2025-04-07 03:00:00+00,48.27,2026-01-12 15:10:02.006565+00
900078,NO1,2025-04-07 04:00:00+00,49.79,2026-01-12 15:10:02.006565+00
900079,NO1,2025-04-07 05:00:00+00,182.83,2026-01-12 15:10:02.006565+00
900080,NO1,2025-04-07 06:00:00+00,144.61,2026-01-12 15:10:02.006565+00
900081,NO1,2025-04-07 07:00:00+00,103.86,2026-01-12 15:10:02.006565+00
900082,NO1,2025-04-07 08:00:00+00,60.87,2026-01-12 15:10:02.006565+00
900083,NO1,2025-04-07 09:00:00+00,50.74,2026-01-12 15:10:02.006565+00
900084,NO1,2025-04-07 10:00:00+00,40.06,2026-01-12 15:10:02.006565+00
900085,NO1,2025-04-07 11:00:00+00,40.85,2026-01-12 15:10:02.006565+00
900086,NO1,2025-04-07 12:00:00+00,36.81,2026-01-12 15:10:02.006565+00
900087,NO1,2025-04-07 13:00:00+00,49.27,2026-01-12 15:10:02.006565+00
900088,NO1,2025-04-07 14:00:00+00,52.97,2026-01-12 15:10:02.006565+00
900089,NO1,2025-04-07 15:00:00+00,95.60,2026-01-12 15:10:02.006565+00
900090,NO1,2025-04-07 16:00:00+00,123.73,2026-01-12 15:10:02.006565+00
900091,NO1,2025-04-07 17:00:00+00,163.34,2026-01-12 15:10:02.006565+00
900092,NO1,2025-04-07 18:00:00+00,160.05,2026-01-12 15:10:02.006565+00
900093,NO1,2025-04-07 19:00:00+00,134.20,2026-01-12 15:10:02.006565+00
900094,NO1,2025-04-07 20:00:00+00,117.00,2026-01-12 15:10:02.006565+00
900095,NO1,2025-04-07 21:00:00+00,60.88,2026-01-12 15:10:02.006565+00
900096,NO1,2025-04-07 22:00:00+00,52.43,2026-01-12 15:10:02.006565+00
900097,NO1,2025-04-07 23:00:00+00,52.20,2026-01-12 15:10:02.006565+00
900098,NO1,2025-04-08 00:00:00+00,51.95,2026-01-12 15:10:02.006565+00
900099,NO1,2025-04-08 01:00:00+00,52.96,2026-01-12 15:10:02.006565+00
900100,NO1,2025-04-08 02:00:00+00,53.83,2026-01-12 15:10:02.006565+00
900101,NO1,2025-04-08 03:00:00+00,57.91,2026-01-12 15:10:02.006565+00
900102,NO1,2025-04-08 04:00:00+00,66.24,2026-01-12 15:10:02.006565+00
900103,NO1,2025-04-08 05:00:00+00,129.90,2026-01-12 15:10:02.006565+00
900104,NO1,2025-04-08 06:00:00+00,106.34,2026-01-12 15:10:02.006565+00
900105,NO1,2025-04-08 07:00:00+00,67.13,2026-01-12 15:10:02.006565+00
900106,NO1,2025-04-08 08:00:00+00,54.47,2026-01-12 15:10:02.006565+00
900107,NO1,2025-04-08 09:00:00+00,50.16,2026-01-12 15:10:02.006565+00
900108,NO1,2025-04-08 10:00:00+00,44.81,2026-01-12 15:10:02.006565+00
900109,NO1,2025-04-08 11:00:00+00,40.13,2026-01-12 15:10:02.006565+00
900110,NO1,2025-04-08 12:00:00+00,43.14,2026-01-12 15:10:02.006565+00
900111,NO1,2025-04-08 13:00:00+00,49.04,2026-01-12 15:10:02.006565+00
900112,NO1,2025-04-08 14:00:00+00,50.18,2026-01-12 15:10:02.006565+00
900113,NO1,2025-04-08 15:00:00+00,52.38,2026-01-12 15:10:02.006565+00
900114,NO1,2025-04-08 16:00:00+00,51.68,2026-01-12 15:10:02.006565+00
900115,NO1,2025-04-08 17:00:00+00,52.09,2026-01-12 15:10:02.006565+00
900116,NO1,2025-04-08 18:00:00+00,51.82,2026-01-12 15:10:02.006565+00
900117,NO1,2025-04-08 19:00:00+00,51.06,2026-01-12 15:10:02.006565+00
900118,NO1,2025-04-08 20:00:00+00,49.72,2026-01-12 15:10:02.006565+00
900119,NO1,2025-04-08 21:00:00+00,48.99,2026-01-12 15:10:02.006565+00
900120,NO1,2025-04-08 22:00:00+00,46.92,2026-01-12 15:10:02.006565+00
900121,NO1,2025-04-08 23:00:00+00,48.07,2026-01-12 15:10:02.006565+00
900122,NO1,2025-04-09 00:00:00+00,46.05,2026-01-12 15:10:02.006565+00
900123,NO1,2025-04-09 01:00:00+00,47.79,2026-01-12 15:10:02.006565+00
900124,NO1,2025-04-09 02:00:00+00,47.98,2026-01-12 15:10:02.006565+00
900125,NO1,2025-04-09 03:00:00+00,48.60,2026-01-12 15:10:02.006565+00
900126,NO1,2025-04-09 04:00:00+00,50.89,2026-01-12 15:10:02.006565+00
900127,NO1,2025-04-09 05:00:00+00,63.43,2026-01-12 15:10:02.006565+00
900128,NO1,2025-04-09 06:00:00+00,57.85,2026-01-12 15:10:02.006565+00
900129,NO1,2025-04-09 07:00:00+00,51.53,2026-01-12 15:10:02.006565+00
900130,NO1,2025-04-09 08:00:00+00,48.79,2026-01-12 15:10:02.006565+00
900131,NO1,2025-04-09 09:00:00+00,47.48,2026-01-12 15:10:02.006565+00
900132,NO1,2025-04-09 10:00:00+00,37.59,2026-01-12 15:10:02.006565+00
900133,NO1,2025-04-09 11:00:00+00,22.03,2026-01-12 15:10:02.006565+00
900134,NO1,2025-04-09 12:00:00+00,27.86,2026-01-12 15:10:02.006565+00
900135,NO1,2025-04-09 13:00:00+00,39.52,2026-01-12 15:10:02.006565+00
900136,NO1,2025-04-09 14:00:00+00,44.86,2026-01-12 15:10:02.006565+00
900137,NO1,2025-04-09 15:00:00+00,47.20,2026-01-12 15:10:02.006565+00
900138,NO1,2025-04-09 16:00:00+00,47.90,2026-01-12 15:10:02.006565+00
900139,NO1,2025-04-09 17:00:00+00,49.04,2026-01-12 15:10:02.006565+00
900140,NO1,2025-04-09 18:00:00+00,50.03,2026-01-12 15:10:02.006565+00
900141,NO1,2025-04-09 19:00:00+00,48.62,2026-01-12 15:10:02.006565+00
900142,NO1,2025-04-09 20:00:00+00,47.84,2026-01-12 15:10:02.006565+00
900143,NO1,2025-04-09 21:00:00+00,46.93,2026-01-12 15:10:02.006565+00
900144,NO1,2025-04-09 22:00:00+00,45.98,2026-01-12 15:10:02.006565+00
900145,NO1,2025-04-09 23:00:00+00,44.35,2026-01-12 15:10:02.006565+00
900146,NO1,2025-04-10 00:00:00+00,45.73,2026-01-12 15:10:02.006565+00
900147,NO1,2025-04-10 01:00:00+00,46.96,2026-01-12 15:10:02.006565+00
900148,NO1,2025-04-10 02:00:00+00,50.14,2026-01-12 15:10:02.006565+00
900149,NO1,2025-04-10 03:00:00+00,51.11,2026-01-12 15:10:02.006565+00
900150,NO1,2025-04-10 04:00:00+00,62.66,2026-01-12 15:10:02.006565+00
900151,NO1,2025-04-10 05:00:00+00,155.39,2026-01-12 15:10:02.006565+00
900152,NO1,2025-04-10 06:00:00+00,122.41,2026-01-12 15:10:02.006565+00
900153,NO1,2025-04-10 07:00:00+00,63.23,2026-01-12 15:10:02.006565+00
900154,NO1,2025-04-10 08:00:00+00,50.15,2026-01-12 15:10:02.006565+00
900155,NO1,2025-04-10 09:00:00+00,47.48,2026-01-12 15:10:02.006565+00
900156,NO1,2025-04-10 10:00:00+00,45.14,2026-01-12 15:10:02.006565+00
900157,NO1,2025-04-10 11:00:00+00,32.71,2026-01-12 15:10:02.006565+00
900158,NO1,2025-04-10 12:00:00+00,22.55,2026-01-12 15:10:02.006565+00
900159,NO1,2025-04-10 13:00:00+00,21.93,2026-01-12 15:10:02.006565+00
900160,NO1,2025-04-10 14:00:00+00,38.52,2026-01-12 15:10:02.006565+00
900161,NO1,2025-04-10 15:00:00+00,43.81,2026-01-12 15:10:02.006565+00
900162,NO1,2025-04-10 16:00:00+00,43.36,2026-01-12 15:10:02.006565+00
900163,NO1,2025-04-10 17:00:00+00,42.41,2026-01-12 15:10:02.006565+00
900164,NO1,2025-04-10 18:00:00+00,39.30,2026-01-12 15:10:02.006565+00
900165,NO1,2025-04-10 19:00:00+00,37.94,2026-01-12 15:10:02.006565+00
900166,NO1,2025-04-10 20:00:00+00,35.20,2026-01-12 15:10:02.006565+00
900167,NO1,2025-04-10 21:00:00+00,25.76,2026-01-12 15:10:02.006565+00
900168,NO1,2025-04-10 22:00:00+00,20.38,2026-01-12 15:10:02.006565+00
900169,NO1,2025-04-10 23:00:00+00,16.15,2026-01-12 15:10:02.006565+00
900170,NO1,2025-04-11 00:00:00+00,16.13,2026-01-12 15:10:02.006565+00
900171,NO1,2025-04-11 01:00:00+00,14.40,2026-01-12 15:10:02.006565+00
900172,NO1,2025-04-11 02:00:00+00,19.45,2026-01-12 15:10:02.006565+00
900173,NO1,2025-04-11 03:00:00+00,25.44,2026-01-12 15:10:02.006565+00
900174,NO1,2025-04-11 04:00:00+00,42.62,2026-01-12 15:10:02.006565+00
900175,NO1,2025-04-11 05:00:00+00,48.01,2026-01-12 15:10:02.006565+00
900176,NO1,2025-04-11 06:00:00+00,51.59,2026-01-12 15:10:02.006565+00
900177,NO1,2025-04-11 07:00:00+00,44.22,2026-01-12 15:10:02.006565+00
900178,NO1,2025-04-11 08:00:00+00,32.52,2026-01-12 15:10:02.006565+00
900179,NO1,2025-04-11 09:00:00+00,14.57,2026-01-12 15:10:02.006565+00
900180,NO1,2025-04-11 10:00:00+00,14.44,2026-01-12 15:10:02.006565+00
900181,NO1,2025-04-11 11:00:00+00,19.57,2026-01-12 15:10:02.006565+00
900182,NO1,2025-04-11 12:00:00+00,18.70,2026-01-12 15:10:02.006565+00
900183,NO1,2025-04-11 13:00:00+00,17.37,2026-01-12 15:10:02.006565+00
900184,NO1,2025-04-11 14:00:00+00,35.59,2026-01-12 15:10:02.006565+00
900185,NO1,2025-04-11 15:00:00+00,46.40,2026-01-12 15:10:02.006565+00
900186,NO1,2025-04-11 16:00:00+00,47.59,2026-01-12 15:10:02.006565+00
900187,NO1,2025-04-11 17:00:00+00,46.77,2026-01-12 15:10:02.006565+00
900188,NO1,2025-04-11 18:00:00+00,46.18,2026-01-12 15:10:02.006565+00
900189,NO1,2025-04-11 19:00:00+00,45.93,2026-01-12 15:10:02.006565+00
900190,NO1,2025-04-11 20:00:00+00,44.27,2026-01-12 15:10:02.006565+00
900191,NO1,2025-04-11 21:00:00+00,41.04,2026-01-12 15:10:02.006565+00
900192,NO1,2025-04-11 22:00:00+00,42.47,2026-01-12 15:10:02.006565+00
900193,NO1,2025-04-11 23:00:00+00,42.19,2026-01-12 15:10:02.006565+00
900194,NO1,2025-04-12 00:00:00+00,42.06,2026-01-12 15:10:02.006565+00
900195,NO1,2025-04-12 01:00:00+00,41.85,2026-01-12 15:10:02.006565+00
900196,NO1,2025-04-12 02:00:00+00,42.74,2026-01-12 15:10:02.006565+00
900197,NO1,2025-04-12 03:00:00+00,43.96,2026-01-12 15:10:02.006565+00
900198,NO1,2025-04-12 04:00:00+00,44.00,2026-01-12 15:10:02.006565+00
900199,NO1,2025-04-12 05:00:00+00,43.96,2026-01-12 15:10:02.006565+00
900200,NO1,2025-04-12 06:00:00+00,48.08,2026-01-12 15:10:02.006565+00
900201,NO1,2025-04-12 07:00:00+00,47.21,2026-01-12 15:10:02.006565+00
900202,NO1,2025-04-12 08:00:00+00,42.84,2026-01-12 15:10:02.006565+00
900203,NO1,2025-04-12 09:00:00+00,41.02,2026-01-12 15:10:02.006565+00
900204,NO1,2025-04-12 10:00:00+00,29.96,2026-01-12 15:10:02.006565+00
900205,NO1,2025-04-12 11:00:00+00,28.90,2026-01-12 15:10:02.006565+00
900206,NO1,2025-04-12 12:00:00+00,29.61,2026-01-12 15:10:02.006565+00
900207,NO1,2025-04-12 13:00:00+00,34.24,2026-01-12 15:10:02.006565+00
900208,NO1,2025-04-12 14:00:00+00,40.10,2026-01-12 15:10:02.006565+00
900209,NO1,2025-04-12 15:00:00+00,45.05,2026-01-12 15:10:02.006565+00
900210,NO1,2025-04-12 16:00:00+00,45.57,2026-01-12 15:10:02.006565+00
900211,NO1,2025-04-12 17:00:00+00,55.47,2026-01-12 15:10:02.006565+00
900212,NO1,2025-04-12 18:00:00+00,54.16,2026-01-12 15:10:02.006565+00
900213,NO1,2025-04-12 19:00:00+00,51.46,2026-01-12 15:10:02.006565+00
900214,NO1,2025-04-12 20:00:00+00,49.86,2026-01-12 15:10:02.006565+00
900215,NO1,2025-04-12 21:00:00+00,47.10,2026-01-12 15:10:02.006565+00
900216,NO1,2025-04-12 22:00:00+00,48.89,2026-01-12 15:10:02.006565+00
900217,NO1,2025-04-12 23:00:00+00,47.17,2026-01-12 15:10:02.006565+00
900218,NO1,2025-04-13 00:00:00+00,39.56,2026-01-12 15:10:02.006565+00
900219,NO1,2025-04-13 01:00:00+00,28.06,2026-01-12 15:10:02.006565+00
900220,NO1,2025-04-13 02:00:00+00,30.42,2026-01-12 15:10:02.006565+00
900221,NO1,2025-04-13 03:00:00+00,32.14,2026-01-12 15:10:02.006565+00
900222,NO1,2025-04-13 04:00:00+00,29.00,2026-01-12 15:10:02.006565+00
900223,NO1,2025-04-13 05:00:00+00,27.42,2026-01-12 15:10:02.006565+00
900224,NO1,2025-04-13 06:00:00+00,14.59,2026-01-12 15:10:02.006565+00
900225,NO1,2025-04-13 07:00:00+00,5.94,2026-01-12 15:10:02.006565+00
900226,NO1,2025-04-13 08:00:00+00,2.75,2026-01-12 15:10:02.006565+00
900227,NO1,2025-04-13 09:00:00+00,1.21,2026-01-12 15:10:02.006565+00
900228,NO1,2025-04-13 10:00:00+00,4.00,2026-01-12 15:10:02.006565+00
900229,NO1,2025-04-13 11:00:00+00,4.46,2026-01-12 15:10:02.006565+00
900230,NO1,2025-04-13 12:00:00+00,6.25,2026-01-12 15:10:02.006565+00
900231,NO1,2025-04-13 13:00:00+00,9.09,2026-01-12 15:10:02.006565+00
900232,NO1,2025-04-13 14:00:00+00,24.65,2026-01-12 15:10:02.006565+00
900233,NO1,2025-04-13 15:00:00+00,34.26,2026-01-12 15:10:02.006565+00
900234,NO1,2025-04-13 16:00:00+00,45.92,2026-01-12 15:10:02.006565+00
900235,NO1,2025-04-13 17:00:00+00,46.26,2026-01-12 15:10:02.006565+00
900236,NO1,2025-04-13 18:00:00+00,46.98,2026-01-12 15:10:02.006565+00
900237,NO1,2025-04-13 19:00:00+00,45.30,2026-01-12 15:10:02.006565+00
900238,NO1,2025-04-13 20:00:00+00,40.91,2026-01-12 15:10:02.006565+00
900239,NO1,2025-04-13 21:00:00+00,18.03,2026-01-12 15:10:02.006565+00
900240,NO1,2025-04-13 22:00:00+00,9.14,2026-01-12 15:10:02.006565+00
900241,NO1,2025-04-13 23:00:00+00,6.51,2026-01-12 15:10:02.006565+00
900242,NO1,2025-04-14 00:00:00+00,6.22,2026-01-12 15:10:02.006565+00
900243,NO1,2025-04-14 01:00:00+00,8.53,2026-01-12 15:10:02.006565+00
900244,NO1,2025-04-14 02:00:00+00,8.20,2026-01-12 15:10:02.006565+00
900245,NO1,2025-04-14 03:00:00+00,37.30,2026-01-12 15:10:02.006565+00
900246,NO1,2025-04-14 04:00:00+00,42.78,2026-01-12 15:10:02.006565+00
900247,NO1,2025-04-14 05:00:00+00,48.09,2026-01-12 15:10:02.006565+00
900248,NO1,2025-04-14 06:00:00+00,47.66,2026-01-12 15:10:02.006565+00
900249,NO1,2025-04-14 07:00:00+00,46.86,2026-01-12 15:10:02.006565+00
900250,NO1,2025-04-14 08:00:00+00,45.56,2026-01-12 15:10:02.006565+00
900251,NO1,2025-04-14 09:00:00+00,42.32,2026-01-12 15:10:02.006565+00
900252,NO1,2025-04-14 10:00:00+00,40.08,2026-01-12 15:10:02.006565+00
900253,NO1,2025-04-14 11:00:00+00,39.63,2026-01-12 15:10:02.006565+00
900254,NO1,2025-04-14 12:00:00+00,39.57,2026-01-12 15:10:02.006565+00
900255,NO1,2025-04-14 13:00:00+00,40.57,2026-01-12 15:10:02.006565+00
900256,NO1,2025-04-14 14:00:00+00,43.50,2026-01-12 15:10:02.006565+00
900257,NO1,2025-04-14 15:00:00+00,43.95,2026-01-12 15:10:02.006565+00
900258,NO1,2025-04-14 16:00:00+00,50.73,2026-01-12 15:10:02.006565+00
900259,NO1,2025-04-14 17:00:00+00,50.97,2026-01-12 15:10:02.006565+00
900260,NO1,2025-04-14 18:00:00+00,48.89,2026-01-12 15:10:02.006565+00
900261,NO1,2025-04-14 19:00:00+00,53.59,2026-01-12 15:10:02.006565+00
900262,NO1,2025-04-14 20:00:00+00,51.49,2026-01-12 15:10:02.006565+00
900263,NO1,2025-04-14 21:00:00+00,50.54,2026-01-12 15:10:02.006565+00
900264,NO1,2025-04-14 22:00:00+00,45.43,2026-01-12 15:10:02.006565+00
900265,NO1,2025-04-14 23:00:00+00,48.49,2026-01-12 15:10:02.006565+00
900266,NO1,2025-04-15 00:00:00+00,45.02,2026-01-12 15:10:02.006565+00
900267,NO1,2025-04-15 01:00:00+00,48.58,2026-01-12 15:10:02.006565+00
900268,NO1,2025-04-15 02:00:00+00,44.70,2026-01-12 15:10:02.006565+00
900269,NO1,2025-04-15 03:00:00+00,44.02,2026-01-12 15:10:02.006565+00
